id;available;name;vendor;vendorCode;url;price;currencyId;categoryId;manufacturer_warranty;delivery;description;picture;barcode;outlets;cartons_dimensions;priceWB;discountWB;Stock;brand_name;style_name;collection_name;series_name;Гарантия;УчастникТВПрограммы;ДваВОдном;ТипПотолочногоКрепления;Технологии;Типы помещении;Напряжение;КодТНВЭД;КлассЭлектрозащиты;ingress_protection_rating;ЦветАрматуры;МатериалАрматуры;ЦветХрусталя;Диаметр;Длина;Ширина;Высота;МинимальнаяВысота;ФормаМонтажногоОтверстияВстраиваемогоСветильника;ТипМонтажаВстраиваемогоСветильника;ДиаметрМонтажногоОтверстияВстраиваемогоСветильника;ГлубинаМонтажногоОтверстияВстраиваемогоСветильника;ШиринаМонтажногоОтверстияВстраиваемогоСветильника;ДлинаМонтажногоОтверстияВстраиваемогоСветильника;Цепь;ДлинаЦепи;Чаша крепления;ФормаЧашиКрепления;ШиринаЧашиКрепления;ДлинаЧашиКрепления;ДиаметрЧашиКрепления;ВысотаЧашиКрепления;ФормаАбажура;ТипКрепленияАбажура;МатериалАбажура;ЦветАбажура;ВысотаАбажура;ШиринаАбажура;ДлинаАбажура;lampshade_top_diameter;НижнийДиаметрАбажура;ВерхняяШиринаАбажура;НижняяШиринаАбажура;ВерхняяДлинаАбажура;НижняяДлинаАбажура;ДиаметрАбажура;РадиусАбажура;lamp_is_led;ЛампыВКомплекте;Цоколь;КоличествоЛамп;Мощность;СветовойПоток;УголРассеивания;ИндексЦветопередачи;ЦветоваяТемпература;АналогЛампыНакаливания;Фото1;Фото2;Фото3;Фото4;Фото5;Фото6;Фото7;Фото8;Категория;ВесНетто;ВесБрутто;Страна происхождения;ТипСветодиодов;ЦветовойКод;ЭтоНовинка;СтатусRu_Ru;Видео1;Видео2;Видео3;IES;3D-модель;Маркер;Описание для каталога;Полное наименование;cartons;ЦветоваяТемператураМин;ЦветоваяТемператураМакс
MOD250PL-L36BS3K;true;Подвесной светильник Maytoni MOD250PL-L36BS3K;Maytoni;MOD250PL-L36BS3K;https://maytoni.ru/i/MOD250PL-L36BS3K;37990;RUB;002;true;true;;;4099776066446;;1080/230/180;52046;;43;Maytoni;Maytoni Modern;Modern;Petra;3;Нет;Нет;;;;AC 220-240;9405110039;Class1;IP 20;Латунь;Металл;;;1000;85;3162;962;;;;;;;;;IP 20;;55;180;;40;;;;;;;;;;;;;;;;Да;Нет;LED;;35;2400;80;80;3000;;https://mais-upload.maytoni.de/Photo/25033caf-8051-402e-8037-20b6605ae33e/s/draft_MOD250PL-L36BS3K_standard.jpeg;https://mais-upload.maytoni.de/Photo/80f99f20-91e7-4f39-9326-d4a6b8f760c0/007standard/RENDER_MOD250PL-L36BS3K_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/56101b72-2d4b-4ea2-b1c3-fdf76fc81574/009standard/RENDER_element_MOD250PL-L36BS3K_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/2acfa6ac-317d-4c8b-be33-6bd6c2f26122/026standard/RENDER_Main_Image_MOD250PL-L36BS3K_standard.jpeg;https://mais-upload.maytoni.de/Photo/d65b4607-519d-4762-953a-5b7579dc381c/027standard/RENDER_Additional_perspective_MOD250PL-L36BS3K_standard.jpeg;https://mais-upload.maytoni.de/Photo/21d24057-b9fd-4eaa-9bd8-8c899797b23d/031standard/RENDER_Technical_Feature_MOD250PL-L36BS3K_standard.jpeg;https://mais-upload.maytoni.de/Photo/93ec8f8d-cf7b-41f2-952c-f0360cfd2e5f/032standard/RENDER_Mounting_components_MOD250PL-L36BS3K_standard.jpeg;Подвесной светильник;6;5,5;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/29185fd3-e698-4a2a-98d8-1b7acb775b25/007/MOD250PL-L36BS3K_0_007_0.zip;Нет;"Арматруа - металл, цвет латунь. Световой слот из натурального камня с мраморным рисунком эффектно обрамляет латунный остов образуя форму ромба. Регулируемая  длина тросов - 3 метра. LED-источник света, цветовая температура 3000К. Завораживающее свечение каменного  слота при включенном свете.";"";1;;
P090WL-L24CH3K;true;Настенный светильник (бра) Maytoni P090WL-L24CH3K;Maytoni;P090WL-L24CH3K;https://maytoni.ru/i/P090WL-L24CH3K;23790;RUB;006;true;true;;;4099776053439;;615/245/145;32592;;20;Maytoni;Maytoni Modern;Pendant;Sintesi;3;Нет;Нет;;;;AC 85-265;9405110039;Class2;IP 20;Хром;Металл и Стекло;;;389;489;2289;;;;;;;;;;IP 20;;60;80;1800;;;;Стекло;Прозрачный;;;;;;;;;;;;Да;Нет;LED;2;24;840;;80;3000;;https://mais-upload.maytoni.de/Photo/4645926d-84fd-11ec-a8c5-0050560147e3/s/P090WL-L24CH3K_on_w_(3).jpeg;https://mais-upload.maytoni.de/Photo/4645926d-84fd-11ec-a8c5-0050560147e3/s/P090WL-L24CH3K_on_w_(4).jpeg;https://mais-upload.maytoni.de/Photo/4645926d-84fd-11ec-a8c5-0050560147e3/s/P090WL-L24CH3K_on_w_(5).jpeg;https://mais-upload.maytoni.de/Photo/0bf29520-1b66-4255-a894-69bf7eb8518d/026standard/_standard.jpeg;https://mais-upload.maytoni.de/Photo/4645926d-84fd-11ec-a8c5-0050560147e3/s/element_P090WL-L24CH3K_w.jpeg;https://mais-upload.maytoni.de/Photo/4645926d-84fd-11ec-a8c5-0050560147e3/s/element_P090WL-L24CH3K_w_(1).jpeg;https://mais-upload.maytoni.de/Photo/4645926d-84fd-11ec-a8c5-0050560147e3/s/element_P090WL-L24CH3K_w_(2).jpeg;https://mais-upload.maytoni.de/Photo/4645926d-84fd-11ec-a8c5-0050560147e3/s/element_P090WL-L24CH3K_w_(3).jpeg;Настенный светильник (бра);1,28;1,78;КИТАЙ;;;Нет;Матрица;;;;;https://mais-upload.maytoni.de/Documents/b126c73f-c2a3-40d9-833b-90f59c54986d/007/P090WL-L24CH3K.zip;Нет;"Хромированная металлическая арматура. Плафоны из стекла, цвет – хром. LED-источник с цветовой температурой 3000К. Двунаправленный световой поток – вверх и вниз. Оптический эффект волны по внешнему стеклянному элементу.";"";1;3000;
C044CL-01-25GU10-W;true;Потолочный светильник Technical C044CL-01-25GU10-W;Technical;C044CL-01-25GU10-W;https://maytoni.ru/i/C044CL-01-25GU10-W;2090;RUB;003;true;true;;;4099776022060;;70/70/260;;;472;Technical;Maytoni Technical;Ceiling & Wall;Lipari;2;Нет;Нет;;;;AC 110-220;9405110033;Class1;IP 20;Белый с Золотом;Алюминий;;60;;;250;;;Накладной;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;GU10;1;35;;;;;;https://mais-upload.maytoni.de/Photo/4321708b-e124-4891-a0e7-bb95edb9edf8/007standard/RENDER_C044CL-01-25GU10-W_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/60bd207e-e6b6-4cc1-b6a2-ee6f82ad154d/026standard/RENDER_Main_Image_C044CL-01-25GU10-W_standard.jpeg;https://mais-upload.maytoni.de/Photo/04ed7d3e-cb47-4f02-abe4-b9cc699b6f15/009standard/RENDER_element_C044CL-01-25GU10-W_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/55aca121-b022-44f2-802f-70c52f89ad06/027standard/RENDER_Additional_perspective_C044CL-01-25GU10-W_standard.jpeg;https://mais-upload.maytoni.de/Photo/b76239c0-8939-4f64-88b5-1e47c86848d6/030standard/How_it_shines_C044CL-01-25GU10-W_standard.jpeg;https://mais-upload.maytoni.de/Photo/63746dda-d2f4-4592-b2fd-323093770b59/035standard/how_shines_under_the_site_C044CL-01-25GU10-W_standard.jpeg;https://mais-upload.maytoni.de/Photo/54cd7a3d-3e52-46ae-9d32-2f1571188fd9/037standard/RENDER_Photo_w_alpha_C044CL-01-25GU10-W_standard.jpeg;Потолочный светильник;0,38;0,42;КИТАЙ;;;Нет;Акция;;;;;https://mais-upload.maytoni.de/Documents/26876204-c899-4e6a-86ac-7166c469031f/007/C044CL-01-25GU10-W.rar;Да;"Lipari — серия лаконичных и элегантных светильников, выполненных в черном и белом цвете. Корпус светильников имеет косой срез, что в сочетании с утопленной в глубине корпуса лампой дает визуальный комфорт для наблюдателя. В светильниках серии рекомендуется использовать лампы Voltega (art. 7060/7061) мощностью 7W и углом рассеивания 38°. Диммируемые версии ламп — art. 7108/7109.";"";1;;
10127;true;Светодиодная лента Led Strip 10127;Led Strip;10127;https://maytoni.ru/i/10127;540;RUB;049;true;true;;;4251110037998;;236/213/12;740;;1565;Led Strip;;Led strip;Светодиодная лента 12В;3;Нет;Нет;;;;DC 12;8539908009;Class3;IP 65;Белый;Медь;;;5000;10;2,3;;;;;;;;;;IP 65;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;;7,2;220;120;80;;;https://mais-upload.maytoni.de/Photo/cf0364ab-e872-11eb-86a9-6cb31107bb86/s/10127_on_w.jpeg;https://mais-upload.maytoni.de/Photo/5dc93387-2e5d-4318-8d7a-3587b8aa8b6f/026standard/_standard.jpeg;https://mais-upload.maytoni.de/Photo/0f476abf-f4dd-423a-8648-112e3c6bef2e/009standard/element_10127_w_standard_(2).jpeg;https://mais-upload.maytoni.de/Photo/18d1d6c7-d5d2-4eb1-8726-e1c6ff0db7c6/009standard/element_10127_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/5683281a-3a36-48ab-972d-9fb240e5a2b5/009standard/element_10127_w_standard_(1).jpeg;;https://mais-upload.maytoni.de/Photo/204a2741-be42-448d-bfa0-64aeaaff26b3/003standard/interior_10127_standard.jpeg;https://mais-upload.maytoni.de/Photo/08bab6a1-acd4-4e51-a7fd-90a21369a1c8/036standard/Interio_ for_the_site_10127_standard.jpeg;Светодиодная лента;0,209;0,235;КИТАЙ;5050;RGB;Да;Новинка;https://mais-upload.maytoni.de/Documents/d6383838-c3db-4a84-ae66-2b359f02f7a4/030/10127_0_030_0.mp4;;;https://mais-upload.maytoni.de/Documents/f5820e11-726a-46d8-805c-d4228388ea3f/o/ies_10127.ies;;Нет;"Светодиодная лента – современный и популярный источник освещения. SMD-светодиоды потребляют мало электроэнергии (в 8 раз меньше, чем лампы накаливания), при этом обладают высокой светоотдачей и минимальным нагревом. С их помощью можно организовать как декоративную подсветку, так и полноценное освещение в квартире и доме. Компания Maytoni предлагает широкий выбор светодиодных лент на 12В и 24В. Все необходимые комплектующие – блоки питания, контроллеры, профиль и коннекторы – также представлены в ассортименте.";"Светодиодная лента 12В 5050 7,2Вт/м  RGB 5м IP65";1;;
FR5253WL-02N;false;Настенный светильник (бра) Freya FR5253WL-02N;Freya;FR5253WL-02N;https://freya-light.com/i/FR5253WL-02N;6590;RUB;006;true;true;;;4099776061236;;1160/370/310;9028;;0;Freya;-;Modern;Branches ;1;Нет;Нет;Планка;;;AC 220-240;9405190032;Class1;IP 20;Никель;Металл;;;193;230;290,7;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;E14;2;40;;;;;;https://mais-upload.maytoni.de/Photo/d942b701-0638-4a3a-805e-7376f9196b4d/s/draft_FR5253WL-02N_standard.jpeg;https://mais-upload.maytoni.de/Photo/41c31095-72cc-48af-815b-1db77d217327/007standard/RENDER_FR5253WL-02N_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/6904a828-a55f-4c98-b3d1-73e2be55f26b/009standard/RENDER_element_FR5253WL-02N_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/3f2abc8b-7c16-4d5d-97fa-83b73ac57ba8/026standard/RENDER_Main_Image_FR5253WL-02N_standard.jpeg;https://mais-upload.maytoni.de/Photo/13288c12-15e9-4825-bfa3-8e750992c131/027standard/RENDER_Additional_perspective_FR5253WL-02N_standard.jpeg;https://mais-upload.maytoni.de/Photo/218c349f-9101-49e9-830f-99d5ee33b092/032standard/RENDER_Mounting_components_FR5253WL-02N_standard.jpeg;;;Настенный светильник (бра);0,8;1,1;КИТАЙ;;;Да;Новинка;;;;;;Нет;"Металлическое основание, цвет - золото. Черная матовая арматура. Регулируемая высота плафонов за счет изменения  длины проводов. Овальные плафоны из белого матового стекла с резьбой для удобной самостоятельной замены ламп. Цоколь G9. Лампы в комплект не входят.";"";1;;
MOD326PL-01MG;true;Подвесной светильник Maytoni MOD326PL-01MG;Maytoni;MOD326PL-01MG;https://maytoni.ru/i/MOD326PL-01MG;6590;RUB;002;true;true;;;4099776017011;;120/130/575;9028;;75;Maytoni;Maytoni Modern;Modern;Dynamics;2;Нет;Нет;;;;AC 220-240;9405110033;Class2;IP 20;Золото;Алюминий;;80;320;80;1500;;;;;;;;;;IP 20;;;;60;80;;;Стекло;Прозрачный;;80;310;80;80;;;;;;;Нет;Нет;GU10;1;50;;;;;;https://mais-upload.maytoni.de/Photo/07b4e801-362d-11ec-a8a8-00505601443c/s/MOD326PL-01MG_on_w_(2).jpeg;https://mais-upload.maytoni.de/Photo/70f1f818-b53d-42ee-b117-f7102de5d08f/026standard/_standard.jpeg;https://mais-upload.maytoni.de/Photo/07b4e801-362d-11ec-a8a8-00505601443c/s/element_MOD326PL-01MG_w.jpeg;https://mais-upload.maytoni.de/Photo/07b4e801-362d-11ec-a8a8-00505601443c/s/element_MOD326PL-01MG_w_(1).jpeg;;;;;Подвесной светильник;0,9;1,02;КИТАЙ;;;Нет;Матрица;;;;;https://mais-upload.maytoni.de/Documents/d17495d3-0bed-457f-8068-f615873e5226/model_MOD326PL-01MG_(1).zip;Нет;"Материал арматуры — алюминий. Порошковое окрашивание в три цвета: матовый черный, матовый белый, матовое золото. Плафон с трендовой рифленой фактурой. Подвесные модели с внешним стеклянным элементом. Яркий направленный свет.";"";1;;
MOD321PL-03B;true;Подвесной светильник Maytoni MOD321PL-03B;Maytoni;MOD321PL-03B;https://maytoni.ru/i/MOD321PL-03B;19890;RUB;002;true;true;;;4099776029694;;460/305/430;27249;;22;Maytoni;Maytoni Modern;Modern;Basic form;2;Нет;Нет;;;;AC 220-240;9405190032;Class1;IP 20;Черный;Металл;;400;;;2225;525;;;;;;;;;IP 20;;;;250;25;Сфера;None;Стекло;Белый;200;;;150;200;;;;;;;Нет;Нет;E14;3;40;;;;;;https://mais-upload.maytoni.de/Photo/6bfe1116-393c-4422-bec7-14058c36f541/007standard/RENDER_MOD321PL-03B_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/cfb4ff6d-addb-487d-bd8b-648c8f952f12/026standard/RENDER_Main_Image_MOD321PL-03B_standard.jpeg;https://mais-upload.maytoni.de/Photo/4e917fb1-f600-457d-94bb-cc6d6b15abf3/020standard/MOD321PL-03B_blueprint_standard_(2).jpeg;https://mais-upload.maytoni.de/Photo/3d19fb67-6981-45f1-b594-a3d757560b69/027standard/RENDER_Additional_perspective_MOD321PL-03B_standard.jpeg;https://mais-upload.maytoni.de/Photo/e5ec4a33-3faf-4336-a840-ba0f4958fcb0/032standard/RENDER_Mounting_components_MOD321PL-03B_standard.jpeg;https://mais-upload.maytoni.de/Photo/204dd80c-c485-48e2-8e20-39997b1e19ba/009standard/RENDER_element_MOD321PL-03B_w_standard.jpeg;;;Подвесной светильник;2,4;3,62;КИТАЙ;;;Нет;Матрица;;;;;https://mais-upload.maytoni.de/Documents/5ae69471-45d3-4439-9571-298aa28988ef/007/MOD321PL-03B.rar;Нет;"Материал арматуры – металл, цвета - золото, черный, белый. Двойные  плафоны из прозрачного и белого матового стекла. Универсальные формы, минималистичный дизайн. Цоколь -  E14, G9. Лампы не входят в комплект. Регулируемая высота подвесных светильников.";"";1;;
TR088-1-GX53-B;true;Трековый светильник Technical TR088-1-GX53-B;Technical;TR088-1-GX53-B;https://maytoni.ru/i/TR088-1-GX53-B;1590;RUB;009;true;true;;;4099776073888;;160/90/90;2178;;593;Technical;Maytoni Technical;Single phase track system Unity;Polar;2;Нет;Нет;;;;AC 220-240;9405110033;Class2;IP 20;Черный;Алюминий и пластик;;82;;;148;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;GX53;1;15;;;;;;https://mais-upload.maytoni.de/Photo/21ec8a7e-4f60-4741-806f-3c7d371ffe66/s/PHOTO_TR088-1-GX53-B_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/0e26d726-e84a-4287-8caf-918cc560c457/007standard/RENDER_TR088-1-GX53-B_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/8d67e27c-b584-495a-9de5-32b6dd381452/009standard/RENDER_element_TR088-1-GX53-B_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/6605e0ff-ee58-419c-b2ab-a930d87c7fe5/026standard/RENDER_Main_Image_TR088-1-GX53-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/49f3b0d4-1e69-4d26-8430-de4bb22d7108/027standard/RENDER_Additional_perspective_TR088-1-GX53-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/7035d887-affd-480a-ab19-953dfeba3e28/028standard/RENDER_Mobility_and_control_feature_TR088-1-GX53-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/f25da4d5-227b-47ec-8aa0-2f5c6e3a5e8e/030standard/How_it_shines_TR088-1-GX53-B_standard.jpeg;Трековый светильник;0,234;0,274;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/e3bf3e12-63e4-46fe-9baa-2d543b2377c9/007/TR088-1-GX53-B_0_007_0.zip;Нет;"";"";1;;
P091WL-L21G3K;true;Настенный светильник (бра) Maytoni P091WL-L21G3K;Maytoni;P091WL-L21G3K;https://maytoni.ru/i/P091WL-L21G3K;20490;RUB;006;true;true;;;4099776053538;;150/180/900;28071;;17;Maytoni;Maytoni Modern;Pendant;Maya;3;Нет;Нет;Планка;;;AC 220-240;9405110039;Class1;IP 20;Золото;Алюминий;;;800;70;80;;;;;;;;;;IP 20;;;;;;;;Стекло;Прозрачный;;;;;;;;;;;;Да;Нет;LED;;23;720;120;80;3000;;https://mais-upload.maytoni.de/Photo/14a01a34-0662-430d-8081-9644989156d2/s/draft_P091WL-L21G3K_standard.jpeg;https://mais-upload.maytoni.de/Photo/e57c08ff-c1b0-4f80-820b-909ece1a6e2e/007standard/RENDER_P091WL-L21G3K_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/4bbc3730-07cc-44ab-830b-a614222cd9f9/009standard/RENDER_element_P091WL-L21G3K_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/8ab91e81-8a74-4375-95f0-14afa43a9658/026standard/RENDER_Main_Image_P091WL-L21G3K_standard.jpeg;https://mais-upload.maytoni.de/Photo/9e0e361e-b806-4cb6-99ff-1d7f6e067333/027standard/RENDER_Additional_perspective_P091WL-L21G3K_standard.jpeg;https://mais-upload.maytoni.de/Photo/da7c2512-1ef6-40a3-905a-32fba2ba834a/032standard/RENDER_Mounting_components_P091WL-L21G3K_standard.jpeg;;Настенный светильник (бра);3,2;3,5;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/8b05d2f2-46b0-4805-87f7-1ec9026b74bf/007/P091WL-L21G3K_0_007_0.zip;Нет;"Металлическая арматура в цвете золото и хром. Декор — фактурное прозрачное стекло. Дизайн,  вдохновленный ювелирным искусством Мезоамерики. LED-источник света. Цветовая температура  3000К.";"";1;;
TRA034OCL-41B;true;Комплектующие для накладной трековой системы Technical TRA034OCL-41B;Technical;TRA034OCL-41B;https://maytoni.ru/i/TRA034OCL-41B;990;RUB;064;true;true;;;4099776001966;;110/35/110;1356;;63;Technical;Maytoni Technical;Magnetic track system Exility;Accessories for tracks Exility;2;Нет;Нет;;;;;7616999008;Class3;IP 20;Черный;Алюминий;;;100;100;52;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;;;;;;;;;https://mais-upload.maytoni.de/Photo/ab9a70ab-32b4-474f-9807-a8cd3034f12f/007standard/RENDER_TRA034OCL-41B_on_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/dd065387-3f7b-404c-87d9-45b9bf4a03a2/026standard/RENDER_Main_Image_TRA034OCL-41B_standard.jpeg;https://mais-upload.maytoni.de/Photo/817cc2f1-921a-4b9b-9749-8a084cefaa66/027standard/RENDER_Additional_perspective_TRA034OCL-41B_standard.jpeg;https://mais-upload.maytoni.de/Photo/4ba4cab9-70ef-45e7-a7a1-eefb91e83219/032standard/RENDER_Mounting_components_TRA034OCL-41B_standard.jpeg;https://mais-upload.maytoni.de/Photo/42264a1a-d135-4841-be5e-807194d54ff7/034standard/Image_photo_TRA034OCL-41B_standard.jpeg;https://mais-upload.maytoni.de/Photo/ba5bd4d4-5d74-4b11-acd7-88c10b31e4ed/037standard/RENDER_Photo_w_alpha_TRA034OCL-41B_standard.jpeg;;Комплектующие для накладной трековой системы;0,08;0,142;КИТАЙ;;;Нет;Матрица;;;;;https://mais-upload.maytoni.de/Documents/c2f5f4b8-461b-4a83-adf0-c0296256981e/007/TRA034OCL-41B.rar;Нет;"Материал корпуса - алюминий, порошковое окрашивание, цвет - графит. Уникальная форма корпуса. Два размера - 350мм  и 650мм. Предназначен для организации основного освещения.  LED-источник света. Цветовая температура 3000К.  Степень защиты от пыли и влаги - IP 54.";"Коннектор внешний Exility накладной черный";1;;
