"Внутренний идентификатор";"Название товара";"Тип товара";"Код товара";Артикул;Бренд;МРЦ;"МРЦ старая";"Оптовая цена Тариф 2";"Суммарное количество";Акция
1888098;"Светильник на шине Denkirs DK5566-WH+BK";"Светильник на шине";723162;DK5566-WH+BK;Denkirs;7980;;7980.00;275;Нет
1888099;"Накладной светильник Denkirs DK6520-WH";"Накладной светильник";723083;DK6520-WH;Denkirs;2690;;2690.00;179;Нет
1888100;"Накладной светильник Denkirs DK6520-BK";"Накладной светильник";723084;DK6520-BK;Denkirs;2690;;2690.00;142;Нет
1888101;"Накладной светильник Denkirs DK6524-WH";"Накладной светильник";723085;DK6524-WH;Denkirs;9440;;9440.00;188;Нет
1888102;"Накладной светильник Denkirs DK6524-BK";"Накладной светильник";723086;DK6524-BK;Denkirs;9440;;9440.00;133;Нет
1888107;"Накладной светильник Denkirs DK2840-WB";"Накладной светильник";723077;DK2840-WB;Denkirs;2980;;2980.00;459;Нет
1888108;"Накладной светильник Denkirs DK2841-WB";"Накладной светильник";723078;DK2841-WB;Denkirs;3890;;3890.00;457;Нет
1888109;"Накладной светильник Denkirs DK2850-WH";"Накладной светильник";723079;DK2850-WH;Denkirs;2780;;2780.00;426;Нет
1888110;"Накладной светильник Denkirs DK2850-BK";"Накладной светильник";723080;DK2850-BK;Denkirs;2780;;2780.00;418;Нет
1888111;"Накладной светильник Denkirs DK2851-WH";"Накладной светильник";723081;DK2851-WH;Denkirs;3720;;3720.00;192;Нет
1888112;"Накладной светильник Denkirs DK2851-BK";"Накладной светильник";723082;DK2851-BK;Denkirs;3720;;3720.00;440;Нет
1888113;"Встраиваемый светильник Denkirs DK2510-WB";"Встраиваемый светильник";723066;DK2510-WB;Denkirs;3950;;3950.00;194;Нет
1888114;"Встраиваемый светильник Denkirs DK2530-WB";"Встраиваемый светильник";723067;DK2530-WB;Denkirs;3640;;3640.00;131;Нет
1888115;"Встраиваемый светильник Denkirs DK2531-WB";"Встраиваемый светильник";723068;DK2531-WB;Denkirs;4840;;4840.00;154;Нет
1888116;"Встраиваемый светильник Denkirs DK2532-WB";"Встраиваемый светильник";723069;DK2532-WB;Denkirs;8640;;8640.00;96;Нет
1888117;"Встраиваемый светильник Denkirs DK2514-WB";"Встраиваемый светильник";723070;DK2514-WB;Denkirs;4120;;4120.00;162;Нет
1888118;"Встраиваемый светильник Denkirs DK2515-WB";"Встраиваемый светильник";723071;DK2515-WB;Denkirs;7640;;7640.00;89;Нет
1888119;"Спот Denkirs DK2517-WB";Спот;723072;DK2517-WB;Denkirs;3120;;3120.00;285;Нет
1888120;"Спот Denkirs DK2518-WB";Спот;723073;DK2518-WB;Denkirs;4380;;4380.00;154;Нет
1888122;"Встраиваемый светильник Denkirs DK2440-WB";"Встраиваемый светильник";723075;DK2440-WB;Denkirs;1390;;1390.00;1396;Нет
1888123;"Встраиваемый светильник Denkirs DK2441-WB";"Встраиваемый светильник";723076;DK2441-WB;Denkirs;1890;;1890.00;927;Нет
1888939;"Светильник на шине Denkirs DK6080-BK";"Светильник на шине";716871;DK6080-BK;Denkirs;2790;;1674.00;290;Нет
1888940;"Светильник на шине Denkirs DK6636-BK";"Светильник на шине";717778;DK6636-BK;Denkirs;5420;;3072.00;278;Нет
1888941;"Светильник на шине Denkirs DK6436-BK";"Светильник на шине";717781;DK6436-BK;Denkirs;3520;;1992.00;136;Нет
1888942;"Светильник на шине Denkirs DK6434-BK";"Светильник на шине";717784;DK6434-BK;Denkirs;4420;;1872.00;372;Нет
1888943;"Светильник на шине Denkirs DK6634-BK";"Светильник на шине";717785;DK6634-BK;Denkirs;6720;;3852.00;136;Нет
1891034;"Шинопровод Denkirs TR5502-DB";Шинопровод;723179;TR5502-DB;Denkirs;27409;;27409.00;8;Нет
1891035;"Шинопровод Denkirs TR5502-LG";Шинопровод;723182;TR5502-LG;Denkirs;27409;;27409.00;7;Нет
1891036;"Шинопровод Denkirs TR5201-BK";Шинопровод;723294;TR5201-BK;Denkirs;2333;;2333.00;379;Нет
1892812;"Бра Denkirs DK7503-BK";Бра;732102;DK7503-BK;Denkirs;25816;;25816.00;20;Нет
1892818;"Бра Denkirs DK5021-BK";Бра;723061;DK5021-BK;Denkirs;3840;;3840.00;81;Нет
1892819;"Бра Denkirs DK5021-SG";Бра;723062;DK5021-SG;Denkirs;4140;;4140.00;22;Нет
1892820;"Бра Denkirs DK5022-WH";Бра;723063;DK5022-WH;Denkirs;5190;;5190.00;252;Нет
1892821;"Бра Denkirs DK5022-BK";Бра;723064;DK5022-BK;Denkirs;5190;;5190.00;162;Нет
1892822;"Бра Denkirs DK5022-SG";Бра;723065;DK5022-SG;Denkirs;5490;;5490.00;108;Нет
1892823;"Бра Denkirs DK5021-WH";Бра;723091;DK5021-WH;Denkirs;3840;;3840.00;52;Нет
1894596;"Бра Denkirs DK7505-BK";Бра;732103;DK7505-BK;Denkirs;35746;;35746.00;10;Нет
1894597;"Бра Denkirs DK7506-BK";Бра;732104;DK7506-BK;Denkirs;16681;;16681.00;15;Нет
1894598;"Крепеж Denkirs DK7511-BK";Крепеж;732105;DK7511-BK;Denkirs;7745;;7745.00;9;Нет
1894599;"Бра Denkirs DK7502-BK";Бра;732106;DK7502-BK;Denkirs;20852;;20852.00;14;Нет
1897635;"Шинопровод Denkirs TR5202-GO";Шинопровод;723245;TR5202-GO;Denkirs;4666;;4666.00;29;Нет
1899249;"Трек-система Denkirs DK55SET01-01-LG";Трек-система;739810;DK55SET01-01-LG;Denkirs;54147;;54147.00;3;Нет
1899504;"Трек-система Denkirs DK55SET01-02-DB";Трек-система;739843;DK55SET01-02-DB;Denkirs;54147;;54147.00;3;Нет
1899505;"Трек-система Denkirs DK55SET01-03-DG";Трек-система;739844;DK55SET01-03-DG;Denkirs;54147;;54147.00;3;Нет
1899506;"Трек-система Denkirs DK55SET01-04-BR";Трек-система;739845;DK55SET01-04-BR;Denkirs;54147;;54147.00;3;Нет
1899507;"Трек-система Denkirs DK55SET02-01-BR";Трек-система;739846;DK55SET02-01-BR;Denkirs;60369;;60369.00;3;Нет
1899508;"Трек-система Denkirs DK55SET02-02-DB";Трек-система;739847;DK55SET02-02-DB;Denkirs;60369;;60369.00;3;Нет
1899509;"Трек-система Denkirs DK55SET03-01-DG";Трек-система;739848;DK55SET03-01-DG;Denkirs;46433;;46433.00;3;Нет
1899510;"Трек-система Denkirs DK55SET03-02-LG";Трек-система;739849;DK55SET03-02-LG;Denkirs;46433;;46433.00;3;Нет
1899511;"Трек-система Denkirs DK55SET03-03-BR";Трек-система;739850;DK55SET03-03-BR;Denkirs;46433;;46433.00;3;Нет
1899512;"Трек-система Denkirs DK55SET03-04-DB";Трек-система;739851;DK55SET03-04-DB;Denkirs;46433;;46433.00;3;Нет
1899513;"Трек-система Denkirs DK55SET04-01-DB";Трек-система;739852;DK55SET04-01-DB;Denkirs;41634;;41634.00;3;Нет
1899514;"Трек-система Denkirs DK55SET04-02-BR";Трек-система;739853;DK55SET04-02-BR;Denkirs;41635;;41635.00;3;Нет
1899533;"Пульт Denkirs DK7301-BK";Пульт;737996;DK7301-BK;Denkirs;2690;;2690.00;98;Нет
1900353;"Соединитель для шинопровода Denkirs TR5213-WH";"Соединитель для шинопровода";739091;TR5213-WH;Denkirs;5880;;5880.00;10;Нет
1900354;"Заглушка Denkirs TR5214-WH";Заглушка;739092;TR5214-WH;Denkirs;480;;480.00;20;Нет
1900355;"Соединитель для шинопровода Denkirs TR5210-WH";"Соединитель для шинопровода";739093;TR5210-WH;Denkirs;580;;580.00;20;Нет
1900356;"Соединитель для шинопровода Denkirs TR5211-WH";"Соединитель для шинопровода";739094;TR5211-WH;Denkirs;680;;680.00;18;Нет
1900357;"Соединитель для шинопровода Denkirs TR5212-WH";"Соединитель для шинопровода";739095;TR5212-WH;Denkirs;1020;;1020.00;10;Нет
1900358;"Подвод питания Denkirs TR5215-WH";"Подвод питания";739096;TR5215-WH;Denkirs;1164;;1164.00;28;Нет
1901925;"Шинопровод Denkirs TR2023-BK";Шинопровод;737570;TR2023-BK;Denkirs;17623;;17623.00;0;Нет
1901926;"Экран для шинопровода Denkirs TR2028-BK";"Экран для шинопровода";742817;TR2028-BK;Denkirs;220;;220.00;0;Нет
1901927;"Угол профиля Denkirs TR2026-BK";"Угол профиля";737571;TR2026-BK;Denkirs;2645;;2645.00;0;Нет
